case_id,audit_stratum,reviewer_label,reviewer_confidence,needs_second_review,review_date,reviewer_notes,source_notice_id,candidate_notice_id,gbm_candidate_notice_id,composite_candidate_notice_id,gbm_decision,composite_decision,buyer_name,buyer_key_type,buyer_n_sources,source_date,candidate_date,gap_months,source_cpv,category_label,duration_imputed,s_text,s_cpv,s_time,s_buyer,composite_score,gbm_score,top1_top2_margin,n_candidates_for_source,source_text,candidate_text,reason_code,rule_version,benchmark_version,failure_material_scope_mismatch,failure_administrative_version_or_rectificatif,failure_same_buyer_broad_digital_signal,failure_high_buyer_activity_ambiguity,failure_name_fallback_identity_risk,failure_high_cpv_false_security,failure_low_text_evidence,failure_small_margin_ambiguity,failure_method_disagreement_false_positive,n_failure_modes,failure_modes
AUDIT-024,gbm_only,WRONG_LINK,HIGH,False,46240,"The source is 'SERVICE INFORMATIQUE DU SDIS72MAINTENANCE DE LA PLATE FORME ANTIVIRALE NAI (RENOUVELLEMENT),PRESTATIONS PONCTUELLES ET ACQUISITIONS DE…' while the candidate is 'SERVICE INFORMATIQUE DU SDIS72RENOUVELLEMENT DES INFRASTRUCTURES DE STOCKAGE DU STORE VIRTUELREMPLACEMENT DU MATERIEL - MISE EN SERVIC…'. The concrete functions/equipment are materially different; same buyer and broad digital/CPV similarity do not establish a renewal or relaunch.",20-19624,20-118393,20-118393,,LINKED,NOT_LINKED,SDIS de la Sarthe,NAME_FALLBACK,11,2020-02-07,2020-09-28,7.687253613666228,,DIGITAL_ICT,True,0.2376093620885176,0.1,0.5948313622426631,0.6,0.3218711172916469,0.265375649182003,0.3218711172916469,1,"SERVICE INFORMATIQUE DU SDIS72MAINTENANCE DE LA PLATE FORME ANTIVIRALE NAI (RENOUVELLEMENT),PRESTATIONS PONCTUELLES ET ACQUISITIONS DE LICENCES",SERVICE INFORMATIQUE DU SDIS72RENOUVELLEMENT DES INFRASTRUCTURES DE STOCKAGE DU STORE VIRTUELREMPLACEMENT DU MATERIEL - MISE EN SERVICE - MAINTENANCE,GBM_ONLY,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,True,False,True,False,True,False,False,False,True,4,MATERIAL_SCOPE_MISMATCH;SAME_BUYER_BROAD_DIGITAL_SIGNAL;NAME_FALLBACK_IDENTITY_RISK;METHOD_DISAGREEMENT_FALSE_POSITIVE
AUDIT-025,gbm_only,WRONG_LINK,HIGH,False,46240,The source is 'création du site internet de mauges communauté' while the candidate is 'Fourniture de matériels informatiques'. The concrete functions/equipment are materially different; same buyer and broad digital/CPV similarity do not establish a renewal or relaunch.,18-86637,19-87996,19-87996,,LINKED,NOT_LINKED,MAUGES COMMUNAUTE,NAME_FALLBACK,7,2018-06-22,2019-06-06,11.465177398160314,,DIGITAL_ICT,True,0.0075443351695208,0.1,0.0911081909767849,0.6,0.1154175650535285,0.3207649307301446,0.1154175650535285,1,création du site internet de mauges communauté,Fourniture de matériels informatiques,GBM_ONLY,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,True,False,True,False,True,False,True,False,True,5,MATERIAL_SCOPE_MISMATCH;SAME_BUYER_BROAD_DIGITAL_SIGNAL;NAME_FALLBACK_IDENTITY_RISK;LOW_TEXT_EVIDENCE;METHOD_DISAGREEMENT_FALSE_POSITIVE
AUDIT-026,gbm_only,WRONG_LINK,HIGH,False,46240,"The source is 'fourniture d'équipements réseau et de sécurité, et maintenance associée à Nantes' while the candidate is 'Marché de mise en oeuvre d'un parcours numérique MOOC sur les fondamentaux de la culture numérique'. The concrete functions/equipment are materially different; same buyer and broad digital/CPV similarity do not establish a renewal or relaunch.",15-145608,16-73008,16-73008,,LINKED,NOT_LINKED,CCIR Pays de la Loire,NAME_FALLBACK,12,2015-09-24,2016-05-20,7.851511169513797,32420000.0,DIGITAL_ICT,True,0.0075416885373478,0.1,0.3593955321944809,0.6,0.182488474036692,0.2725912925679225,0.182488474036692,1,"fourniture d'équipements réseau et de sécurité, et maintenance associée à Nantes",Marché de mise en oeuvre d'un parcours numérique MOOC sur les fondamentaux de la culture numérique,GBM_ONLY,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,True,False,True,False,True,False,True,False,True,5,MATERIAL_SCOPE_MISMATCH;SAME_BUYER_BROAD_DIGITAL_SIGNAL;NAME_FALLBACK_IDENTITY_RISK;LOW_TEXT_EVIDENCE;METHOD_DISAGREEMENT_FALSE_POSITIVE
AUDIT-027,gbm_only,WRONG_LINK,MEDIUM,True,46240,"The source is '20-008 Prestations de conception et développement numériques' while the candidate is 'Réalisation, aménagement fonctionnel aux besoins et mise à disposition de la plateforme événementielle In-FINE, configuration et intég…'. The concrete functions/equipment are materially different; same buyer and broad digital/CPV similarity do not establish a renewal or relaunch.",20-23104,21-11209,21-11209,,LINKED,NOT_LINKED,Réseau Canopé,NAME_FALLBACK,6,2020-02-15,2021-01-25,11.33377135348226,72000000.0,DIGITAL_ICT,True,0.0267703044305752,0.2,0.0965834428383706,0.6,0.1535154672602939,0.3696134606834587,0.0046453862950076,2,20-008 Prestations de conception et développement numériques,"Réalisation, aménagement fonctionnel aux besoins et mise à disposition de la plateforme événementielle In-FINE, configuration et intégration des informations In-FINE, prestations techniques et moye..",GBM_ONLY,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,True,False,True,False,True,False,True,True,True,6,MATERIAL_SCOPE_MISMATCH;SAME_BUYER_BROAD_DIGITAL_SIGNAL;NAME_FALLBACK_IDENTITY_RISK;LOW_TEXT_EVIDENCE;SMALL_MARGIN_AMBIGUITY;METHOD_DISAGREEMENT_FALSE_POSITIVE
AUDIT-028,gbm_only,WRONG_LINK,HIGH,False,46240,The source is 'convention de mandat de maîtrise d'ouvrage pour la construction d'une extension du pôle numérique' while the candidate is 'Renouvellement des solutions de stockage informatique'. The concrete functions/equipment are materially different; same buyer and broad digital/CPV similarity do not establish a renewal or relaunch.,17-16255,18-8280,18-8280,,LINKED,NOT_LINKED,LA ROCHE-SUR-YON AGGLOMERATION,NAME_FALLBACK,13,2017-02-06,2018-01-20,11.4323258869908,,DIGITAL_ICT,True,0.0058868533982202,0.1,0.0856329391151993,0.6,0.1134686334681769,0.3207649307301446,0.1134686334681769,1,convention de mandat de maîtrise d'ouvrage pour la construction d'une extension du pôle numérique,Renouvellement des solutions de stockage informatique,GBM_ONLY,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,True,False,True,False,True,False,True,False,True,5,MATERIAL_SCOPE_MISMATCH;SAME_BUYER_BROAD_DIGITAL_SIGNAL;NAME_FALLBACK_IDENTITY_RISK;LOW_TEXT_EVIDENCE;METHOD_DISAGREEMENT_FALSE_POSITIVE
AUDIT-029,gbm_only,WRONG_LINK,HIGH,False,46240,"The source is 'Fourniture, mise en oeuvre et maintenance d'une solution de planification et de gestion du temps de travail' while the candidate is 'Fourniture de licences microsoft'. The concrete functions/equipment are materially different; same buyer and broad digital/CPV similarity do not establish a renewal or relaunch.",16-176618,17-54861,17-54861,,LINKED,NOT_LINKED,Ville d'Orvault,NAME_FALLBACK,20,2016-12-09,2017-04-21,4.369250985545335,48000000.0,DIGITAL_ICT,True,0.0341246077531848,0.2,0.731712658782304,0.6,0.3148717774091907,0.2387101884002842,0.0748080312559316,2,"Fourniture, mise en oeuvre et maintenance d'une solution de planification et de gestion du temps de travail",Fourniture de licences microsoft,GBM_ONLY,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,True,False,True,True,True,False,True,False,True,6,MATERIAL_SCOPE_MISMATCH;SAME_BUYER_BROAD_DIGITAL_SIGNAL;HIGH_BUYER_ACTIVITY_AMBIGUITY;NAME_FALLBACK_IDENTITY_RISK;LOW_TEXT_EVIDENCE;METHOD_DISAGREEMENT_FALSE_POSITIVE
AUDIT-030,gbm_only,WRONG_LINK,HIGH,False,46240,The source is 'mise à disposition d'une solution numérique en ligne pour l'organisation d'évènements' while the candidate is 'rétro-conversion de fiches papier de livres imprimés du service patrimoine'. The concrete functions/equipment are materially different; same buyer and broad digital/CPV similarity do not establish a renewal or relaunch.,22-41834,23-31575,23-31575,,LINKED,NOT_LINKED,Ville de Nantes,NAME_FALLBACK,36,2022-03-22,2023-03-10,11.59658344283837,,DIGITAL_ICT,True,0.0,0.1,0.074682435392028,0.6,0.108670608848007,0.3207649307301446,0.108670608848007,1,mise à disposition d'une solution numérique en ligne pour l'organisation d'évènements,rétro-conversion de fiches papier de livres imprimés du service patrimoine,GBM_ONLY,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,True,True,True,True,True,False,True,False,True,7,MATERIAL_SCOPE_MISMATCH;ADMINISTRATIVE_VERSION_OR_RECTIFICATIF;SAME_BUYER_BROAD_DIGITAL_SIGNAL;HIGH_BUYER_ACTIVITY_AMBIGUITY;NAME_FALLBACK_IDENTITY_RISK;LOW_TEXT_EVIDENCE;METHOD_DISAGREEMENT_FALSE_POSITIVE
AUDIT-031,gbm_only,WRONG_LINK,HIGH,False,46240,The source is 'Acquisition et mise en place d'un progiciel' while the candidate is 'FOURNITURE DE POSTES INFORMATIQUES'. The concrete functions/equipment are materially different; same buyer and broad digital/CPV similarity do not establish a renewal or relaunch.,17-3608,17-132446,17-132446,,LINKED,NOT_LINKED,GRETA LOIRE ATLANTIQUE,NAME_FALLBACK,3,2017-01-09,2017-09-20,8.344283837056505,,DIGITAL_ICT,True,0.0,0.1,0.6003066141042488,0.6,0.2400766535260622,0.4819197762194417,0.2400766535260622,1,Acquisition et mise en place d'un progiciel,FOURNITURE DE POSTES INFORMATIQUES,GBM_ONLY,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,True,False,True,False,True,False,True,False,True,5,MATERIAL_SCOPE_MISMATCH;SAME_BUYER_BROAD_DIGITAL_SIGNAL;NAME_FALLBACK_IDENTITY_RISK;LOW_TEXT_EVIDENCE;METHOD_DISAGREEMENT_FALSE_POSITIVE
AUDIT-032,gbm_only,WRONG_LINK,HIGH,False,46240,The source is 'maîtrise d'oeuvre pour les travaux de mise en accessibilité des bâtiments erp à Fontenay Le Comte Cedex' while the candidate is 'acquisition et mise en oeuvre de progiciels de gestions financière/paie - elections - population'. The concrete functions/equipment are materially different; same buyer and broad digital/CPV similarity do not establish a renewal or relaunch.,15-153604,16-79410,16-79410,,LINKED,NOT_LINKED,Cté de Cnes du pays Fontenay le Comte,NAME_FALLBACK,2,2015-10-08,2016-06-07,7.982917214191852,,DIGITAL_ICT,True,0.0653782661404476,0.1,0.6714848883048621,0.6,0.2807536152253722,0.2787554838122397,0.2807536152253722,1,maîtrise d'oeuvre pour les travaux de mise en accessibilité des bâtiments erp à Fontenay Le Comte Cedex,acquisition et mise en oeuvre de progiciels de gestions financière/paie - elections - population,GBM_ONLY,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,True,False,True,False,True,False,True,False,True,5,MATERIAL_SCOPE_MISMATCH;SAME_BUYER_BROAD_DIGITAL_SIGNAL;NAME_FALLBACK_IDENTITY_RISK;LOW_TEXT_EVIDENCE;METHOD_DISAGREEMENT_FALSE_POSITIVE
AUDIT-033,composite_only,CORRECT_LINK,MEDIUM,True,46240,"The two initial notices have the same buyer, identical title and almost identical quantities for computers, screens, scanners, accessories and storage. The second is a credible republication/relaunch of the same procurement need, although BOAMP does not explicitly link them.",19-87996,19-118070,,19-118070,NOT_LINKED,LINKED,MAUGES COMMUNAUTE,NAME_FALLBACK,7,2019-06-06,2019-07-29,1.7411300919842312,,DIGITAL_ICT,True,1.0000000000000002,0.1,0.2882172579938676,0.6,0.5120543144984668,,0.2879888958855233,3,Fourniture de matériels informatiques,Fourniture de matériels informatiques,COMPOSITE_ONLY,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,False,False,False,False,False,False,False,False,False,0,
AUDIT-034,composite_only,WRONG_LINK,MEDIUM,True,46240,The source is 'maintenance et évolution de l'application mobile vivre à angers' while the candidate is 'conception et réalisation quotidienne d'un panorama presse électronique général'. The concrete functions/equipment are materially different; same buyer and broad digital/CPV similarity do not establish a renewal or relaunch.,22-42168,22-141594,,22-141594,NOT_LINKED,LINKED,Angers Loire Métropole,RAW_SIRET,15,2022-04-08,2022-10-21,6.438896189224704,72421000.0,DIGITAL_ICT,True,0.0056982338185514,0.2,0.9288217257993868,1.0,0.3941998132863397,,0.1890207773789831,4,maintenance et évolution de l'application mobile vivre à angers,conception et réalisation quotidienne d'un panorama presse électronique général,COMPOSITE_ONLY,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,True,False,True,False,False,False,True,False,True,4,MATERIAL_SCOPE_MISMATCH;SAME_BUYER_BROAD_DIGITAL_SIGNAL;LOW_TEXT_EVIDENCE;METHOD_DISAGREEMENT_FALSE_POSITIVE
AUDIT-035,composite_only,WRONG_LINK,HIGH,False,46240,"The source itself is a rectifying notice for the nurse-call procurement, while the candidate concerns operating-theatre stock and intervention-cart management. These are different systems.",24-24049,24-141111,,24-141111,NOT_LINKED,LINKED,CHU NANTES,RAW_SIRET,28,2024-02-28,2024-12-18,9.658344283837057,32510000.0,DIGITAL_ICT,False,0.0385155481293179,0.0,0.9342969776609724,1.0,0.3470546862605044,,0.0013688129653963,13,"Fourniture, intégration, maintenance et ingénierie de solutions de systèmes d'appel malades pour le compte des centres hospitaliers membres du GHT 44","Fourniture, installation, paramétrage, intégration, déploiement et maintenance d'une solution de gestion de stock et préparation du chariot d'intervention pour les futurs blocs opératoires de l'Ile de",COMPOSITE_ONLY,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,True,False,False,True,False,False,True,True,True,5,MATERIAL_SCOPE_MISMATCH;HIGH_BUYER_ACTIVITY_AMBIGUITY;LOW_TEXT_EVIDENCE;SMALL_MARGIN_AMBIGUITY;METHOD_DISAGREEMENT_FALSE_POSITIVE
AUDIT-036,composite_only,WRONG_LINK,HIGH,False,46240,"The source is 'Acquisition et la mise en oeuvre d'une solution de dématérialisation des marchés publics y compris prestations associées (formation, a…' while the candidate is 'Assistance à maîtrise d'ouvrage (AMO) en vue de l'accompagnement à la mise en oeuvre du Plan de continuité informatique du système d'i…'. The concrete functions/equipment are materially different; same buyer and broad digital/CPV similarity do not establish a renewal or relaunch.",18-21245,18-127908,,18-127908,NOT_LINKED,LINKED,DEPARTEMENT DE LA SARTHE,NAME_FALLBACK,52,2018-02-14,2018-09-13,6.931668856767411,72212490.0,DIGITAL_ICT,True,0.0981825160295282,0.4,0.835742444152431,0.6,0.4232994916484426,,0.0156779037361409,11,"Acquisition et la mise en oeuvre d'une solution de dématérialisation des marchés publics y compris prestations associées (formation, assistance technique, maintenance)",Assistance à maîtrise d'ouvrage (AMO) en vue de l'accompagnement à la mise en oeuvre du Plan de continuité informatique du système d'information du Département de la Sarthe,COMPOSITE_ONLY,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,True,False,True,True,True,False,True,True,True,7,MATERIAL_SCOPE_MISMATCH;SAME_BUYER_BROAD_DIGITAL_SIGNAL;HIGH_BUYER_ACTIVITY_AMBIGUITY;NAME_FALLBACK_IDENTITY_RISK;LOW_TEXT_EVIDENCE;SMALL_MARGIN_AMBIGUITY;METHOD_DISAGREEMENT_FALSE_POSITIVE
AUDIT-037,composite_only,WRONG_LINK,HIGH,False,46240,"The source is 'fourniture de pistolets à impulsion électrique, munitions et accessoires pour la police municipale de la ville de nantes' while the candidate is 'fourniture de vêtements et chaussures pour les agents de la police municipale, de la police métropolitaine des transports en commun et…'. The concrete functions/equipment are materially different; same buyer and broad digital/CPV similarity do not establish a renewal or relaunch.",19-109269,20-29934,,20-29934,NOT_LINKED,LINKED,Ville de Nantes,NAME_FALLBACK,36,2019-08-02,2020-02-28,6.898817345597897,35300000.0,DIGITAL_ICT,True,0.2706269894504728,0.2,0.687910643889619,0.6,0.3866971072800702,,0.076587493954354,2,"fourniture de pistolets à impulsion électrique, munitions et accessoires pour la police municipale de la ville de nantes","fourniture de vêtements et chaussures pour les agents de la police municipale, de la police métropolitaine des transports en commun et du service stationnement sur voirie",COMPOSITE_ONLY,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,True,False,True,True,True,False,False,False,True,5,MATERIAL_SCOPE_MISMATCH;SAME_BUYER_BROAD_DIGITAL_SIGNAL;HIGH_BUYER_ACTIVITY_AMBIGUITY;NAME_FALLBACK_IDENTITY_RISK;METHOD_DISAGREEMENT_FALSE_POSITIVE
AUDIT-038,composite_only,WRONG_LINK,HIGH,False,46240,The source is '17s0056 - renouvellement des infrastructures de stockage informatique' while the candidate is '18s0029- acquisition et maintenance d'un logiciel de gestion d'activités pour l'espace public pour la ville de saint nazaire et la car…'. The concrete functions/equipment are materially different; same buyer and broad digital/CPV similarity do not establish a renewal or relaunch.,17-100105,18-38591,,18-38591,NOT_LINKED,LINKED,Commune de Saint-Nazaire,NAME_FALLBACK,24,2017-07-20,2018-03-21,8.015768725361367,48000000.0,DIGITAL_ICT,True,0.0086704414364059,1.0,0.6824353920280333,0.6,0.5336435025097503,,0.0015325155547349,9,17s0056 - renouvellement des infrastructures de stockage informatique,18s0029- acquisition et maintenance d'un logiciel de gestion d'activités pour l'espace public pour la ville de saint nazaire et la carene (groupement de commande-coordonnateur ville de saint-nazaire),COMPOSITE_ONLY,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,True,False,True,True,True,True,True,True,True,8,MATERIAL_SCOPE_MISMATCH;SAME_BUYER_BROAD_DIGITAL_SIGNAL;HIGH_BUYER_ACTIVITY_AMBIGUITY;NAME_FALLBACK_IDENTITY_RISK;HIGH_CPV_FALSE_SECURITY;LOW_TEXT_EVIDENCE;SMALL_MARGIN_AMBIGUITY;METHOD_DISAGREEMENT_FALSE_POSITIVE
AUDIT-039,composite_only,WRONG_LINK,HIGH,False,46240,The candidate concerns water-quality phytoplankton analysis and is itself a rectificatif linked to notice 23-23775; the source concerns outdoor interpretation/scenography. It cannot be the source successor.,22-122955,23-34018,,23-34018,NOT_LINKED,LINKED,DEPARTEMENT DE LA MAYENNE,NAME_FALLBACK,18,2022-09-13,2023-03-14,5.978975032851511,,DIGITAL_ICT,True,0.2422211017603772,0.1,0.9945247481384144,0.6,0.4234085726507356,,0.0273762593079281,2,Valorisation de l'Espace Naturel Sensible LAC DE HAUTE MAYENNE - Conception et suivi de réalisation de la scénographie de deux parcours d'interprétation extérieurs,Lac de Haute Mayenne - Observatoire de la qualité de l'eau 2023-2026 - Analyses de phytoplancton et interprétation des résultats,COMPOSITE_ONLY,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,False,True,False,False,True,False,False,True,True,4,ADMINISTRATIVE_VERSION_OR_RECTIFICATIF;NAME_FALLBACK_IDENTITY_RISK;SMALL_MARGIN_AMBIGUITY;METHOD_DISAGREEMENT_FALSE_POSITIVE
AUDIT-040,composite_only,WRONG_LINK,MEDIUM,True,46240,The source is 'Maintenance et évolutions de l'infrastructure de sécurité informatique' while the candidate is 'Renouvellement et exploitation du système d'information multimodale DESTINEO en Région des Pays de la Loire - Lot no4: Prestations d'e…'. The concrete functions/equipment are materially different; same buyer and broad digital/CPV similarity do not establish a renewal or relaunch.,17-48788,18-12119,,18-12119,NOT_LINKED,LINKED,Conseil régional des Pays de la Loire,NAME_FALLBACK,70,2017-04-06,2018-01-28,9.756898817345595,72200000.0,DIGITAL_ICT,True,0.0083649151105034,0.2,0.9233464739378012,0.6,0.3537643387731264,,0.0285033085932644,13,Maintenance et évolutions de l'infrastructure de sécurité informatique,Renouvellement et exploitation du système d'information multimodale DESTINEO en Région des Pays de la Loire - Lot no4: Prestations d'exploitation,COMPOSITE_ONLY,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,True,False,True,True,True,False,True,True,True,7,MATERIAL_SCOPE_MISMATCH;SAME_BUYER_BROAD_DIGITAL_SIGNAL;HIGH_BUYER_ACTIVITY_AMBIGUITY;NAME_FALLBACK_IDENTITY_RISK;LOW_TEXT_EVIDENCE;SMALL_MARGIN_AMBIGUITY;METHOD_DISAGREEMENT_FALSE_POSITIVE
AUDIT-041,composite_only,CORRECT_LINK,MEDIUM,True,46240,"Both notices procure the same digital tourism campaign for Maine-et-Loire. The candidate is specifically the 2016 campaign and follows the 2015 campaign, supporting a recurring annual procurement need.",15-42765,15-167650,,15-167650,NOT_LINKED,LINKED,CG49,NAME_FALLBACK,6,2015-03-20,2015-11-03,7.490144546649145,,DIGITAL_ICT,True,0.3503941520167254,0.1,0.7590889180902322,0.6,0.4024101827284119,,0.1269508318350036,5,Stratégie et mise en oeuvre d'une campagne de communication numérique et réalisation de films thématiques,Campagne de communication numérique 2016 pour la promotion touristique du département de Maine-et-Loire,COMPOSITE_ONLY,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,False,False,False,False,False,False,False,False,False,0,
AUDIT-042,composite_only,WRONG_LINK,MEDIUM,True,46240,"The source record is an ANNULATION for planning software, while the candidate is a separate ticketing-software procurement. Neither the notice lifecycle nor the functional object supports a renewal link.",20-61243,20-122198,,20-122198,NOT_LINKED,LINKED,ANGERS NANTES OPERA syndicat mixte,NAME_FALLBACK,5,2020-05-07,2020-10-06,4.993429697766097,,DIGITAL_ICT,True,0.7873227297174427,0.1,0.8247919404292597,0.6,0.5717609405084199,,0.1171967705566021,2,"acquisition, mise en oeuvre complète et maintenance d'un logiciel de planification","acquisition, mise en oeuvre complète et maintenance d'un logiciel de billetterie",COMPOSITE_ONLY,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,False,False,False,False,True,False,False,False,True,2,NAME_FALLBACK_IDENTITY_RISK;METHOD_DISAGREEMENT_FALSE_POSITIVE
AUDIT-043,composite_only,WRONG_LINK,HIGH,False,46240,"The candidate is an ANNULATION explicitly linked to the source notice. It is the same procedure's cancellation, not a later renewal or relaunch.",23-69649,23-70292,,23-70292,NOT_LINKED,LINKED,VENDEE EAU,NAME_FALLBACK,16,2023-05-23,2023-05-24,0.0328515111695138,,DIGITAL_ICT,True,0.8859135620496276,0.1,0.0,0.6,0.4000697467173696,,0.4000697467173696,1,Matériels informatiques (2 lots).,Fourniture de matériels informatiques (2 lots).,COMPOSITE_ONLY,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,False,True,False,False,True,False,False,False,True,3,ADMINISTRATIVE_VERSION_OR_RECTIFICATIF;NAME_FALLBACK_IDENTITY_RISK;METHOD_DISAGREEMENT_FALSE_POSITIVE
AUDIT-044,composite_only,WRONG_LINK,MEDIUM,True,46240,"The source is 'maintenance, hébergement et évolution de la solution logicielle local trust mpe de dématérialisation des marchés publics à Nantes' while the candidate is 'mise en oeuvre d'une solution logicielle de gestion du processus achat incluant la dimension marchés publics, maintenance et prestatio…'. The concrete functions/equipment are materially different; same buyer and broad digital/CPV similarity do not establish a renewal or relaunch.",15-162447,16-49246,,16-49246,NOT_LINKED,LINKED,Nantes Métropole,NAME_FALLBACK,182,2015-10-23,2016-04-12,5.650459921156373,,DIGITAL_ICT,True,0.2335388079574922,0.1,0.939772229522558,0.6,0.4066816401657618,,0.0256173784610879,22,"maintenance, hébergement et évolution de la solution logicielle local trust mpe de dématérialisation des marchés publics à Nantes","mise en oeuvre d'une solution logicielle de gestion du processus achat incluant la dimension marchés publics, maintenance et prestations associées.",COMPOSITE_ONLY,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,True,False,True,True,True,False,False,True,True,6,MATERIAL_SCOPE_MISMATCH;SAME_BUYER_BROAD_DIGITAL_SIGNAL;HIGH_BUYER_ACTIVITY_AMBIGUITY;NAME_FALLBACK_IDENTITY_RISK;SMALL_MARGIN_AMBIGUITY;METHOD_DISAGREEMENT_FALSE_POSITIVE
AUDIT-045,composite_only,WRONG_LINK,HIGH,False,46240,"The source is 'acquisition et mise en oeuvre d'une solution logicielle de gestion de la relation aux usagers' while the candidate is 'acquisition, maintenance et hébergement d'un système de contrôle de température dans les unités de production de repas de nantes et de…'. The concrete functions/equipment are materially different; same buyer and broad digital/CPV similarity do not establish a renewal or relaunch.",20-132336,21-78352,,21-78352,NOT_LINKED,LINKED,Nantes Métropole,NAME_FALLBACK,182,2020-11-08,2021-06-09,6.997371879106439,48000000.0,DIGITAL_ICT,True,0.1037198982047565,1.0,0.8247919404292597,0.6,0.6024999494789798,,0.0754239229854623,18,acquisition et mise en oeuvre d'une solution logicielle de gestion de la relation aux usagers,"acquisition, maintenance et hébergement d'un système de contrôle de température dans les unités de production de repas de nantes et de son ccas : solution logicielle,matériels et prestations associés",COMPOSITE_ONLY,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,True,False,True,True,True,True,True,False,True,7,MATERIAL_SCOPE_MISMATCH;SAME_BUYER_BROAD_DIGITAL_SIGNAL;HIGH_BUYER_ACTIVITY_AMBIGUITY;NAME_FALLBACK_IDENTITY_RISK;HIGH_CPV_FALSE_SECURITY;LOW_TEXT_EVIDENCE;METHOD_DISAGREEMENT_FALSE_POSITIVE
AUDIT-046,composite_only,WRONG_LINK,HIGH,False,46240,"The source is 'conception, réalisation et installation de productions multimédias au musée des enfants à La Roche Sur Yon' while the candidate is 'Acquisition d'un logiciel de gestion des entretiens d'évaluation, prestations de mise en oeuvre associées et maintenance'. The concrete functions/equipment are materially different; same buyer and broad digital/CPV similarity do not establish a renewal or relaunch.",15-185112,16-172610,,16-172610,NOT_LINKED,LINKED,Conseil général de la Vendée,NAME_FALLBACK,8,2015-12-10,2016-11-30,11.695137976346912,72230000.0,DIGITAL_ICT,True,0.0122577869191909,0.4,0.7645641699518178,0.6,0.3754312679096712,,0.3754312679096712,1,"conception, réalisation et installation de productions multimédias au musée des enfants à La Roche Sur Yon","Acquisition d'un logiciel de gestion des entretiens d'évaluation, prestations de mise en oeuvre associées et maintenance",COMPOSITE_ONLY,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,True,False,True,False,True,False,True,False,True,5,MATERIAL_SCOPE_MISMATCH;SAME_BUYER_BROAD_DIGITAL_SIGNAL;NAME_FALLBACK_IDENTITY_RISK;LOW_TEXT_EVIDENCE;METHOD_DISAGREEMENT_FALSE_POSITIVE
AUDIT-047,composite_only,WRONG_LINK,HIGH,False,46240,"The source is 'Acquisition et maintenance d'un système de guidage et de géolocalisation dans le cadre de la collecte des déchets pour 4 ans' while the candidate is 'Acquisition, installation, calage et maintenance de matériel de projection - Mapping et supports techniques dans le cadre de la Nuit d…'. The concrete functions/equipment are materially different; same buyer and broad digital/CPV similarity do not establish a renewal or relaunch.",22-116324,23-117420,,23-117420,NOT_LINKED,LINKED,Le Mans Métropole - Communauté Urbaine,RAW_SIRET,30,2022-08-31,2023-08-24,11.76084099868594,48600000.0,DIGITAL_ICT,True,0.2293048891509989,0.2,0.8904949627682873,1.0,0.4628804518949214,,0.1268746435883829,5,Acquisition et maintenance d'un système de guidage et de géolocalisation dans le cadre de la collecte des déchets pour 4 ans,"Acquisition, installation, calage et maintenance de matériel de projection - Mapping et supports techniques dans le cadre de la Nuit des Chimères pour une durée de 4 ans",COMPOSITE_ONLY,primary_gbm@0.230964__baseline_composite@0.343167,real_boamp_layer1,True,False,True,True,False,False,False,False,True,4,MATERIAL_SCOPE_MISMATCH;SAME_BUYER_BROAD_DIGITAL_SIGNAL;HIGH_BUYER_ACTIVITY_AMBIGUITY;METHOD_DISAGREEMENT_FALSE_POSITIVE
